New Records,fmt/573,WebM: Outline Entry Added through PRONOM Research.
New Records,fmt/574,Digital Imaging and Communications in Medicine file format: Outline Entry submitted by Tessella.
New Records,fmt/575,GraphPad Prism 1-3: Outline Entry submitted by Tessella.
New Records,fmt/576,GraphPad Prism 4: Outline Entry submitted by Tessella.
New Records,fmt/577,Image Cytometry Standard 1: Outline Entry submitted by Tessella.
New Records,fmt/578,Image Cytometry Standard 2: Outline Entry submitted by Tessella.
New Records,fmt/579,X3D 3.0: Outline Entry Added through a request from the Central Digital Archive of Slovakia.
New Records,fmt/580,X3D 3.1: Outline Entry Added through a request from the Central Digital Archive of Slovakia.
New Records,fmt/581,X3D 3.2: Outline Entry Added through a request from the Central Digital Archive of Slovakia.
New Records,fmt/582,X3D 3.3: Outline Entry Added through a request from the Central Digital Archive of Slovakia.
New Records,fmt/583,Vector Markup Language: Outline Entry Added through PRONOM Research.
New Records,fmt/584,Windows Media Metafile: Outline Entry Added through PRONOM Research.
New Records,fmt/585,MPEG 2 Transport Stream: Outline Entry Added through request and samples provided by the National Library of Wales.
New Records,fmt/586,LifeTechnologies SDS: Outline Entry submitted  by Tessella.
New Records,fmt/587,LifeTechnologies ABIF: Outline Entry submitted by Tessella.
Updated Records,fmt/214,Microsoft Excel for Windows 2007 onwards: Added MIME type.
Updated Records,fmt/215,Microsoft Powerpoint for Windows 2007 onwards: Added MIME type.
Updated Records,fmt/482,Apple iBook format: Added MIME type.
Updated Records,fmt/483,ePub format: Added MIME type.
Updated Records,x-fmt/44,WordPerfect for MS-DOS/Windows Document 6.0: Corrected MIME type information provided by British Library.
Updated Records,x-fmt/203,WordPerfect for Windows Document 5.2: Corrected MIME type information provided by British Library.
Updated Records,x-fmt/393,WordPerfect for MS-DOS/Windows Document 5.0: Corrected MIME type information provided by British Library.
Updated Records,x-fmt/394,WordPerfect for MS-DOS/Windows Document 5.1: Corrected MIME type information provided by British Library.
New Signatures,fmt/573,WebM: Signature developed through PRONOM Research.
New Signatures,fmt/574,Digital Imaging and Communications in Medicine file format: Signature provided by Tessella.
New Signatures,fmt/575,GraphPad Prism 1-3: Signature provided by  Tessella.
New Signatures,fmt/576,GraphPad Prism 4: Signature provided by Tessella.
New Signatures,fmt/577,Image Cytometry Standard 1: Signature provided by Tessella.
New Signatures,fmt/578,Image Cytometry Standard 2: Signature provided by Tessella.
New Signatures,fmt/579,X3D 3.0: Signature developed through a request from the Central Digital Archive of Slovakia.
New Signatures,fmt/580,X3D 3.1: Signature developed through a request from the Central Digital Archive of Slovakia.
New Signatures,fmt/581,X3D 3.2: Signature developed through a request from the Central Digital Archive of Slovakia.
New Signatures,fmt/582,X3D 3.3: Signature developed through a request from the Central Digital Archive of Slovakia.
New Signatures,fmt/583,Vector Markup Language: Signature developed through PRONOM Research.
New Signatures,fmt/584,Windows Media Metafile: Signature developed through PRONOM Research.
New Signatures,fmt/585,MPEG 2 Transport Stream: Signature developed through request and samples provided by the National Library of Wales.
New Signatures,fmt/586,LifeTechnologies SDS: Signature provided by Tessella.
New Signatures,fmt/587,LifeTechnologies ABIF: Signature provided by Tessella.
