New Records,fmt/687,Better Portable Graphics: Full entry added.
New Records,fmt/688,Executable and Linkable Format 32bit Little Endian: Full entry added.
New Records,fmt/689,Executable and Linkable Format 32bit Big Endian: Full entry added.
New Records,fmt/690,Executable and Linkable Format 64bit Little Endian: Full entry added.
New Records,fmt/691,Executable and Linkable Format 64bit Big Endian: Full entry added.
New Records,fmt/692,Mach-O 32bit: Outline entry added.
New Records,fmt/693,Mach-O 64bit: Full entry added.
New Records,fmt/694,Dalvik Executable Format: Full entry added.
New Records,fmt/695,Optimised Dalvik Executable Format: Full entry added.
New Records,fmt/696,Sibelius: Full entry added.
New Records,fmt/697,Additive Manufacturing File Format: Full entry added.
New Records,fmt/698,Standard for the Exchange of Product model data: Full entry added.
New Records,fmt/699,Industry Foundation Classes 2x3: Full entry added.
New Records,fmt/700,Industry Foundation Classes 4: Full entry added.
New Records,fmt/701,Processing Development Environment: Full entry added.
New Records,fmt/702,Universal 3D File Format: Full entry added.
New Records,fmt/703,Broadcast WAVE 0 PCM Encoding: Full entry added.
New Records,fmt/704,Broadcast WAVE 1 PCM Encoding: Full entry added.
New Records,fmt/705,Broadcast WAVE 2 PCM Encoding: Full entry added.
New Records,fmt/706,Broadcast WAVE 0 MPEG Encoding: Full entry added.
New Records,fmt/707,Broadcast WAVE 1 MPEG Encoding: Full entry added.
New Records,fmt/708,Broadcast WAVE 2 MPEG Encoding: Full entry added.
New Records,fmt/709,Broadcast WAVE 0 WAVEFORMATEXTENSIBLE Encoding: Full entry added.
New Records,fmt/710,Broadcast WAVE 1 WAVEFORMATEXTENSIBLE Encoding: Full entry added.
New Records,fmt/711,Broadcast WAVE 2 WAVEFORMATEXTENSIBLE Encoding: Full entry added.
New Records,fmt/712,RF64: Full entry added.
New Records,fmt/713,RF64 Multichannel Broadcast Wave format: Full entry added.
New Records,fmt/714,Extensible Music Format: Full entry added.
New Records,fmt/715,Impulse Tracker Module: Full entry added.
New Records,fmt/716,MOD Audio Module: Full entry added.
New Records,fmt/717,Scream Tracker Module 1-2: Full entry added.
New Records,fmt/718,Scream Tracker Module 3: Full entry added.
New Records,fmt/719,MultiTracker Module: Full entry added.
